"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.7;16;"SSD";"1024";"0";"Intel";"windows";1.0;139860
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";"1024";"0";"Intel";"windows";2.0;16304
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"1024";"Nvidia";"windows";2.0;81465
"Lenovo";"Notebook";25.6;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";"256";"1024";"AMD";"windows";2.0;60979
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";"256";"0";"Nvidia";"linux";2.0;46833
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"1024";"Nvidia";"windows";2.0;119827
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"512";"0";"Intel";"windows";1.0;99793
"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.5;16;"SSD";"512";"0";"Intel";"windows";1.0;93080
"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";"512";"0";"Intel";"windows";1.0;89510
"Lenovo";"Notebook";35.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";"500";"0";"Intel";"windows";2.0;21792
"Lenovo";"Notebook";11.6;1366;768;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";"32";"0";"Intel";"windows";1.0;16221
"Lenovo";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";"512";"0";"Nvidia";"windows";2.0;102564
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.8;8;"SSD";"512";"0";"Nvidia";"windows";1.0;103523
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";"1024";"0";"AMD";"windows";2.0;24988
"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;42038
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;49444
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";"256";"0";"AMD";"linux";2.0;31909
"Dell";"Notebook";13.3;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";"128";"0";"Intel";"windows";1.0;36710
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;79920
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";"1024";"0";"Intel";"windows";2.0;28769
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";"256";"0";"AMD";"windows";1.0;64755
"Lenovo";"2 in 1 Convertible";15.6;3840;2160;1;"Intel";"Core i7";2.8;16;"SSD";"512";"0";"Nvidia";"windows";2.0;101179
"Chuwi";"Notebook";12.3;2736;1824;0;"Intel";"Celeron Quad";1.1;6;"Flash Storage";"64";"0";"Intel";"windows";1.0;23923
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"SSD";"256";"0";"Intel";"windows";2.0;76031
"Asus";"Notebook";35.6;1920;1080;0;"Intel";"Core i3";2.4;8;"HDD";"1024";"0";"Nvidia";"linux";2.0;31808
"Dell";"Gaming";27.3;2560;1440;0;"Intel";"Core i7";2.9;16;"Hybrid";"256";"1024";"Nvidia";"windows";4.0;149131
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;61752
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";"256";"2048";"AMD";"windows";2.0;60867
"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";"256";"0";"Intel";"linux";1.0;58555
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"Hybrid";"256";"1024";"Nvidia";"windows";3.0;106507
"Mediacom";"2 in 1 Convertible";11.6;1920;1080;1;"Intel";"Celeron Dual";1.1;4;"SSD";"32";"0";"Intel";"windows";1.0;15931
"Samsung";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";"16";"0";"Intel";"other";1.0;14332
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Intel";"windows";1.0;53813
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.7;4;"SSD";"128";"0";"Intel";"windows";1.0;31915
"Lenovo";"Workstation";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"SSD";"512";"0";"Nvidia";"windows";2.0;130270
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;16;"SSD";"512";"0";"Nvidia";"windows";2.0;130483
"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1600";3.2;8;"Hybrid";"256";"1024";"AMD";"windows";3.0;90310
"HP";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";"500";"0";"Intel";"windows";2.0;18488
"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i7";1.3;16;"SSD";"512";"0";"Intel";"other";1.0;117163
"Lenovo";"Ultrabook";24.0;2560;1440;0;"Intel";"Core i7";2.7;24;"SSD";"512";"0";"Intel";"windows";1.0;126913
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";"256";"0";"Intel";"linux";2.0;29784
"Lenovo";"Notebook";17.3;1600;900;0;"AMD";"A6-Series 9220";2.5;8;"HDD";"1024";"0";"AMD";"windows";2.0;27652
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";"256";"0";"AMD";"windows";2.0;39907
"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;76137
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.1;4;"SSD";"128";"0";"Intel";"windows";2.0;18595
"HP";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;58555
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";"256";"0";"Nvidia";"windows";1.0;62817
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";"500";"0";"Intel";"linux";2.0;23539
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Xeon E3-1505M";3.0;8;"HDD";"64";"1024";"Nvidia";"windows";2.0;106187
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Nvidia";"windows";2.0;54758
"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i7";2.5;16;"SSD";"512";"0";"Intel";"windows";1.0;137942
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";"128";"0";"Intel";"windows";1.0;31382
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";"256";"0";"Nvidia";"windows";2.0;105228
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"SSD";"512";"0";"Intel";"windows";2.0;81732
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;71662
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";"128";"1024";"AMD";"windows";2.0;52161
"Dell";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Pentium Quad";1.6;4;"HDD";"500";"0";"Intel";"windows";1.0;25521
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";"1024";"0";"Nvidia";"windows";4.0;109011
"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core M";2.2;4;"SSD";"128";"0";"Intel";"windows";1.0;52694
"Microsoft";"Ultrabook";33.5;2256;1504;1;"Intel";"Core i7";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;95851
"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;8;"SSD";"256";"0";"Intel";"windows";2.0;34094
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";"1024";"0";"Nvidia";"windows";2.0;28984
"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"SSD";"128";"0";"Intel";"windows";1.0;23177
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";"1024";"0";"Intel";"windows";2.0;39907
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"512";"0";"AMD";"N/A";1.0;42571
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"SSD";"256";"0";"Nvidia";"windows";2.0;111355
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";"500";"0";"Intel";"windows";2.0;16197
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";"500";"0";"Nvidia";"windows";2.0;24988
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";"2048";"0";"AMD";"windows";2.0;40440
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";"1024";"0";"Nvidia";"windows";3.0;90523
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.6;12;"SSD";"256";"0";"Intel";"windows";1.0;98994
"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i7";1.8;8;"SSD";"512";"0";"Intel";"windows";1.0;106507
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";"500";"0";"AMD";"windows";1.0;61485
"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i5";1.2;8;"SSD";"128";"0";"Intel";"other";1.0;67932
"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";"256";"0";"Intel";"windows";1.0;98134
"Asus";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.6;12;"Hybrid";"128";"1024";"Intel";"windows";2.0;69211
"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.3;8;"SSD";"128";"0";"Intel";"windows";1.0;39427
"Dell";"Workstation";0.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";"256";"0";"Nvidia";"windows";1.0;128298
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"180";"0";"Intel";"windows";1.0;72674
"";"";0.0;0;0;0;"";"";0.0;0;"";"0";"0";"";"other";0.0;0
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;89084
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";"512";"0";"Nvidia";"windows";2.0;67239
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";"1024";"0";"Intel";"windows";2.0;31254
"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";"128";"0";"Intel";"windows";1.0;38681
"Chuwi";"Notebook";15.6;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"Flash Storage";"64";"0";"Intel";"windows";1.0;13261
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";"128";"0";"Intel";"windows";2.0;30103
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";"256";"0";"Intel";"windows";1.0;55891
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";"512";"0";"Nvidia";"windows";2.0;124569
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";"512";"0";"Nvidia";"windows";2.0;101179
"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";"512";"0";"Intel";"windows";1.0;95797
"Asus";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";"512";"0";"Intel";"windows";0.0;103896
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Nvidia";"windows";2.0;53919
"Toshiba";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;32;"SSD";"512";"0";"Intel";"windows";1.0;149131
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";"128";"1024";"Nvidia";"windows";1.0;71928
"Acer";"Notebook";15.6;1366;768;0;"AMD";"A10-Series 9620P";2.5;8;"HDD";"1024";"0";"AMD";"windows";2.0;30849
"Asus";"Gaming";17.3;1920;1080;1;"Intel";"Core i7";2.6;24;"Hybrid";"256";"1024";"Nvidia";"windows";4.0;67612
"Lenovo";"Ultrabook";12.5;1366;768;0;"Intel";"Core i5";2.3;8;"SSD";"180";"0";"Intel";"windows";1.0;58555
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";"256";"0";"Intel";"windows";2.0;47893
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";"1024";"0";"Intel";"windows";1.0;93187
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;8;"SSD";"256";"0";"Intel";"windows";1.0;50563
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";2.0;48538
"Asus";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";"64";"0";"Intel";"windows";1.0;18115
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"AMD";"windows";1.0;32980
"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";"256";"0";"Intel";"windows";1.0;85195
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";"500";"0";"Intel";"windows";2.0;15931
"Lenovo";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"SSD";"16";"0";"Intel";"other";1.0;14119
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;50563
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";"256";"1024";"Intel";"windows";2.0;65215
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";"1024";"0";"Nvidia";"windows";2.0;32661
"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"512";"0";"Intel";"windows";1.0;70489
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";"256";"1024";"Nvidia";"N/A";2.0;61219
"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";"128";"0";"Intel";"windows";1.0;47899
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";"500";"0";"Nvidia";"windows";2.0;34046
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";"1024";"0";"Intel";"windows";2.0;44542
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";"256";"2048";"AMD";"windows";2.0;64961
"Xiaomi";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"SSD";"256";"0";"Nvidia";"N/A";1.0;74589
"Asus";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";"32";"0";"Intel";"windows";1.0;13054
"HP";"Notebook";15.6;1366;768;1;"Intel";"Core i5";1.6;4;"HDD";"1024";"0";"Intel";"windows";2.0;27784
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;24;"SSD";"512";"0";"Nvidia";"windows";2.0;158135
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Nvidia";"windows";2.0;47366
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"1024";"Nvidia";"windows";3.0;80133
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";"256";"1024";"Nvidia";"windows";3.0;74539
"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Intel";"windows";1.0;74539
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";"256";"0";"Intel";"windows";1.0;68184
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";"128";"0";"Intel";"windows";1.0;36710
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";"128";"1024";"AMD";"linux";2.0;47366
"Lenovo";"Notebook";24.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";"256";"0";"Intel";"windows";2.0;71395
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";"1024";"0";"Nvidia";"windows";2.0;42571
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"HDD";"2048";"0";"Nvidia";"N/A";2.0;24456
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";"500";"0";"AMD";"windows";2.0;31169
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";"256";"0";"Intel";"windows";1.0;73367
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"128";"1024";"Nvidia";"windows";4.0;160520
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";"500";"0";"Intel";"windows";2.0;45821
"Asus";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.7;8;"Hybrid";"256";"1024";"Nvidia";"windows";2.0;69211
"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"SSD";"32";"0";"Intel";"windows";1.0;19660
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;87859
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";"256";"0";"Nvidia";"windows";1.0;72940
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";"256";"0";"AMD";"windows";2.0;42486
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.6;4;"SSD";"256";"0";"Intel";"windows";1.0;21258
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";"1024";"0";"Nvidia";"windows";2.0;95851
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Nvidia";"windows";1.0;45768
"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";1.8;8;"SSD";"256";"0";"Intel";"windows";1.0;74539
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";"128";"0";"Intel";"windows";1.0;39207
"HP";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"Intel";"windows";1.0;61006
"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";"1024";"0";"Nvidia";"linux";2.0;42517
"Asus";"Notebook";15.6;1366;768;0;"AMD";"E-Series 7110";1.8;4;"HDD";"500";"0";"AMD";"windows";2.0;18595
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";"128";"0";"Intel";"windows";2.0;37589
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";"500";"0";"Intel";"windows";1.0;41825
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";"1024";"0";"Intel";"N/A";2.0;24634
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";"500";"0";"Intel";"windows";1.0;21152
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"512";"0";"Intel";"windows";1.0;92121
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";"128";"0";"Intel";"windows";2.0;26587
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;59513
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"1024";"Nvidia";"windows";4.0;143803
"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;8;"HDD";"1024";"0";"Intel";"windows";2.0;28992
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";"1024";"0";"Nvidia";"windows";2.0;68198
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";"500";"0";"Intel";"linux";2.0;11935
"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"Flash Storage";"32";"0";"Intel";"windows";1.0;13586
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i7";2.7;6;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;50563
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series A10-9620P";2.5;6;"SSD";"128";"0";"AMD";"windows";1.0;30311
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";"1024";"0";"AMD";"windows";2.0;32922
"Acer";"2 in 1 Convertible";11.6;1920;1080;1;"Intel";"Celeron Dual";2.0;4;"Flash Storage";"32";"0";"Intel";"windows";1.0;18595
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.7;4;"SSD";"128";"0";"Intel";"windows";2.0;33566
"HP";"Ultrabook";13.3;3200;1800;1;"Intel";"Core M";1.2;16;"SSD";"512";"0";"Intel";"windows";1.0;104695
"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";"256";"0";"Nvidia";"windows";3.0;159787
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;44702
"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i5";1.6;8;"SSD";"128";"0";"Intel";"windows";1.0;85195
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;4;"HDD";"500";"0";"Intel";"windows";1.0;51096
"";"";0.0;0;0;0;"";"";0.0;0;"";"0";"0";"";"other";0.0;0
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.1;4;"HDD";"500";"0";"Intel";"windows";2.0;18328
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";"500";"0";"Intel";"windows";2.0;52747
"HP";"Workstation";17.3;1600;900;0;"Intel";"Core i5";2.8;8;"HDD";"500";"0";"Nvidia";"windows";3.0;99154
"HP";"Notebook";14.0;1366;768;0;"Intel";"Pentium Quad";1.6;8;"HDD";"2048";"0";"Intel";"windows";1.0;20726
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series A9-9420";3.0;6;"SSD";"256";"0";"AMD";"windows";1.0;34579
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";2.0;44222
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";"500";"0";"Intel";"windows";2.0;36497
"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"SSD";"32";"0";"Intel";"windows";1.0;13267
"Toshiba";"Ultrabook";14.0;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";"512";"0";"Intel";"windows";1.0;99367
"Lenovo";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;32;"Hybrid";"256";"1024";"Nvidia";"windows";4.0;141885
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.9;16;"Hybrid";"512";"1024";"Nvidia";"windows";4.0;145401
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";"256";"0";"AMD";"linux";2.0;39907
"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"SSD";"32";"0";"Intel";"windows";1.0;20726
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;8;"HDD";"500";"0";"Intel";"windows";1.0;53734
"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";"128";"0";"Intel";"windows";1.0;38308
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";"256";"0";"Nvidia";"windows";1.0;81912
"Dell";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";"16";"0";"Intel";"other";1.0;15718
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;16;"Hybrid";"128";"1024";"Nvidia";"windows";4.0;125155
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"256";"1024";"Nvidia";"windows";3.0;79813
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;12;"SSD";"256";"0";"Intel";"windows";8.0;89137
"Lenovo";"Notebook";15.6;1366;768;1;"Intel";"Core i7";1.8;12;"HDD";"1024";"0";"Intel";"windows";2.0;32448
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;94306
"Asus";"2 in 1 Convertible";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"HDD";"1024";"0";"Intel";"windows";2.0;39374
"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";3.6;12;"SSD";"512";"0";"AMD";"windows";2.0;50563
"Dell";"2 in 1 Convertible";31.6;1366;768;1;"Intel";"Core M";1.0;4;"SSD";"128";"0";"Intel";"windows";1.0;32128
"Samsung";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";"128";"1024";"Nvidia";"windows";2.0;90523
"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";"500";"0";"Intel";"N/A";2.0;28185
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.3;8;"HDD";"1024";"0";"Intel";"windows";2.0;24456
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";"512";"0";"Intel";"windows";1.0;107892
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";"256";"0";"Intel";"windows";1.0;78535
